token_count,source,compressed,signature,label,raw_lexicon,tokens
3,lexicon,no,CU:high|MORAL_CIRCLE:national|ONT_S:high,Pluralist Institutional Nationalist,Pluralist Institutional Nationalist,Pluralist + Institutional + Nationalist
3,lexicon,no,CU:high|MORAL_CIRCLE:national|ONT_S:low,Pluralist Anti-Institutional Nationalist,Pluralist Anti-Institutional Nationalist,Pluralist + Anti-Institutional + Nationalist
3,lexicon,no,CU:high|MORAL_CIRCLE:national|ONT_S:mid,Reformist Pluralist Nationalist,Reformist Pluralist Nationalist,Reformist + Pluralist + Nationalist
3,lexicon,yes,CU:high|MORAL_CIRCLE:national|PF:high,Patriot-Partisan Pluralist,Pluralist Partisan Nationalist,Pluralist + Partisan + Nationalist
3,lexicon,no,CU:high|MORAL_CIRCLE:national|PF:low,Pluralist Detached Nationalist,Pluralist Detached Nationalist,Pluralist + Detached + Nationalist
3,lexicon,no,CU:high|MORAL_CIRCLE:national|PF:mid,Engaged-Civic Pluralist Nationalist,Engaged-Civic Pluralist Nationalist,Engaged-Civic + Pluralist + Nationalist
3,lexicon,no,CU:high|MORAL_CIRCLE:national|PRO:high,Pluralist Procedural Nationalist,Pluralist Procedural Nationalist,Pluralist + Procedural + Nationalist
3,lexicon,no,CU:high|MORAL_CIRCLE:national|PRO:low,Pluralist Consequentialist Nationalist,Pluralist Consequentialist Nationalist,Pluralist + Consequentialist + Nationalist
3,lexicon,no,CU:high|MORAL_CIRCLE:national|PRO:mid,Pragmatic Pluralist Nationalist,Pragmatic Pluralist Nationalist,Pragmatic + Pluralist + Nationalist
3,lexicon,no,CU:high|MORAL_CIRCLE:national|TRB:high,Pluralist Tribal Nationalist,Pluralist Tribal Nationalist,Pluralist + Tribal + Nationalist
3,lexicon,no,CU:high|MORAL_CIRCLE:national|TRB:low,Pluralist Inclusivist Nationalist,Pluralist Inclusivist Nationalist,Pluralist + Inclusivist + Nationalist
3,lexicon,no,CU:high|MORAL_CIRCLE:national|TRB:mid,Civic Pluralist Nationalist,Civic Pluralist Nationalist,Civic + Pluralist + Nationalist
3,lexicon,no,CU:high|MORAL_CIRCLE:national|ZS:high,Pluralist Combative Nationalist,Pluralist Combative Nationalist,Pluralist + Combative + Nationalist
3,lexicon,no,CU:high|MORAL_CIRCLE:national|ZS:low,Pluralist Positive-Sum Nationalist,Pluralist Positive-Sum Nationalist,Pluralist + Positive-Sum + Nationalist
3,lexicon,no,CU:high|MORAL_CIRCLE:national|ZS:mid,Realist Pluralist Nationalist,Realist Pluralist Nationalist,Realist + Pluralist + Nationalist
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|ONT_H:high,Pluralist Malleabilist Religious-Communitarian,Pluralist Malleabilist Religious-Communitarian,Pluralist + Malleabilist + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|ONT_H:low,Pluralist Essentialist Religious-Communitarian,Pluralist Essentialist Religious-Communitarian,Pluralist + Essentialist + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|ONT_H:mid,Tempered Pluralist Religious-Communitarian,Tempered Pluralist Religious-Communitarian,Tempered + Pluralist + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|ONT_S:high,Pluralist Institutional Religious-Communitarian,Pluralist Institutional Religious-Communitarian,Pluralist + Institutional + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|ONT_S:low,Pluralist Anti-Institutional Religious-Communitarian,Pluralist Anti-Institutional Religious-Communitarian,Pluralist + Anti-Institutional + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|ONT_S:mid,Reformist Pluralist Religious-Communitarian,Reformist Pluralist Religious-Communitarian,Reformist + Pluralist + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|PF:high,Pluralist Partisan Religious-Communitarian,Pluralist Partisan Religious-Communitarian,Pluralist + Partisan + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|PF:low,Pluralist Detached Religious-Communitarian,Pluralist Detached Religious-Communitarian,Pluralist + Detached + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|PF:mid,Engaged-Civic Pluralist Religious-Communitarian,Engaged-Civic Pluralist Religious-Communitarian,Engaged-Civic + Pluralist + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|PRO:high,Pluralist Procedural Religious-Communitarian,Pluralist Procedural Religious-Communitarian,Pluralist + Procedural + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|PRO:low,Pluralist Consequentialist Religious-Communitarian,Pluralist Consequentialist Religious-Communitarian,Pluralist + Consequentialist + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|PRO:mid,Pragmatic Pluralist Religious-Communitarian,Pragmatic Pluralist Religious-Communitarian,Pragmatic + Pluralist + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|TRB:high,Pluralist Tribal Religious-Communitarian,Pluralist Tribal Religious-Communitarian,Pluralist + Tribal + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|TRB:low,Pluralist Inclusivist Religious-Communitarian,Pluralist Inclusivist Religious-Communitarian,Pluralist + Inclusivist + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|TRB:mid,Civic Pluralist Religious-Communitarian,Civic Pluralist Religious-Communitarian,Civic + Pluralist + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|ZS:high,Pluralist Combative Religious-Communitarian,Pluralist Combative Religious-Communitarian,Pluralist + Combative + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|ZS:low,Pluralist Positive-Sum Religious-Communitarian,Pluralist Positive-Sum Religious-Communitarian,Pluralist + Positive-Sum + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:religious|ZS:mid,Realist Pluralist Religious-Communitarian,Realist Pluralist Religious-Communitarian,Realist + Pluralist + Religious-Communitarian
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|ONT_H:high,Pluralist Malleabilist Universalist,Pluralist Malleabilist Universalist,Pluralist + Malleabilist + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|ONT_H:low,Pluralist Essentialist Universalist,Pluralist Essentialist Universalist,Pluralist + Essentialist + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|ONT_H:mid,Tempered Pluralist Universalist,Tempered Pluralist Universalist,Tempered + Pluralist + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|ONT_S:high,Pluralist Institutional Universalist,Pluralist Institutional Universalist,Pluralist + Institutional + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|ONT_S:low,Pluralist Anti-Institutional Universalist,Pluralist Anti-Institutional Universalist,Pluralist + Anti-Institutional + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|ONT_S:mid,Reformist Pluralist Universalist,Reformist Pluralist Universalist,Reformist + Pluralist + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|PF:high,Pluralist Partisan Universalist,Pluralist Partisan Universalist,Pluralist + Partisan + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|PF:low,Pluralist Detached Universalist,Pluralist Detached Universalist,Pluralist + Detached + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|PF:mid,Engaged-Civic Pluralist Universalist,Engaged-Civic Pluralist Universalist,Engaged-Civic + Pluralist + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|PRO:high,Pluralist Procedural Universalist,Pluralist Procedural Universalist,Pluralist + Procedural + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|PRO:low,Pluralist Consequentialist Universalist,Pluralist Consequentialist Universalist,Pluralist + Consequentialist + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|PRO:mid,Pragmatic Pluralist Universalist,Pragmatic Pluralist Universalist,Pragmatic + Pluralist + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|TRB:high,Pluralist Tribal Universalist,Pluralist Tribal Universalist,Pluralist + Tribal + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|TRB:low,Pluralist Inclusivist Universalist,Pluralist Inclusivist Universalist,Pluralist + Inclusivist + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|TRB:mid,Civic Pluralist Universalist,Civic Pluralist Universalist,Civic + Pluralist + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|ZS:high,Pluralist Combative Universalist,Pluralist Combative Universalist,Pluralist + Combative + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|ZS:low,Pluralist Positive-Sum Universalist,Pluralist Positive-Sum Universalist,Pluralist + Positive-Sum + Universalist
3,lexicon,no,CU:high|MORAL_CIRCLE:universal|ZS:mid,Realist Pluralist Universalist,Realist Pluralist Universalist,Realist + Pluralist + Universalist
3,lexicon,yes,CU:high|ONT_H:high|ONT_S:high,Social-Engineer Pluralist,Pluralist Malleabilist Institutional,Pluralist + Malleabilist + Institutional
3,lexicon,no,CU:high|ONT_H:high|ONT_S:low,Pluralist Malleabilist Anti-Institutional,Pluralist Malleabilist Anti-Institutional,Pluralist + Malleabilist + Anti-Institutional
3,lexicon,no,CU:high|ONT_H:high|ONT_S:mid,Reformist Pluralist Malleabilist,Reformist Pluralist Malleabilist,Reformist + Pluralist + Malleabilist
3,lexicon,no,CU:high|ONT_H:high|PF:high,Pluralist Malleabilist Partisan,Pluralist Malleabilist Partisan,Pluralist + Malleabilist + Partisan
3,lexicon,no,CU:high|ONT_H:high|PF:low,Pluralist Malleabilist Detached,Pluralist Malleabilist Detached,Pluralist + Malleabilist + Detached
3,lexicon,no,CU:high|ONT_H:high|PF:mid,Engaged-Civic Pluralist Malleabilist,Engaged-Civic Pluralist Malleabilist,Engaged-Civic + Pluralist + Malleabilist
3,lexicon,no,CU:high|ONT_H:high|PRO:high,Pluralist Procedural Malleabilist,Pluralist Procedural Malleabilist,Pluralist + Procedural + Malleabilist
3,lexicon,no,CU:high|ONT_H:high|PRO:low,Pluralist Consequentialist Malleabilist,Pluralist Consequentialist Malleabilist,Pluralist + Consequentialist + Malleabilist
3,lexicon,no,CU:high|ONT_H:high|PRO:mid,Pragmatic Pluralist Malleabilist,Pragmatic Pluralist Malleabilist,Pragmatic + Pluralist + Malleabilist
3,lexicon,no,CU:high|ONT_H:high|TRB:high,Pluralist Malleabilist Tribal,Pluralist Malleabilist Tribal,Pluralist + Malleabilist + Tribal
3,lexicon,no,CU:high|ONT_H:high|TRB:low,Pluralist Malleabilist Inclusivist,Pluralist Malleabilist Inclusivist,Pluralist + Malleabilist + Inclusivist
3,lexicon,no,CU:high|ONT_H:high|TRB:mid,Civic Pluralist Malleabilist,Civic Pluralist Malleabilist,Civic + Pluralist + Malleabilist
3,lexicon,no,CU:high|ONT_H:high|ZS:high,Pluralist Combative Malleabilist,Pluralist Combative Malleabilist,Pluralist + Combative + Malleabilist
3,lexicon,yes,CU:high|ONT_H:high|ZS:low,Utopian Pluralist,Pluralist Positive-Sum Malleabilist,Pluralist + Positive-Sum + Malleabilist
3,lexicon,no,CU:high|ONT_H:high|ZS:mid,Realist Pluralist Malleabilist,Realist Pluralist Malleabilist,Realist + Pluralist + Malleabilist
3,lexicon,no,CU:high|ONT_H:low|ONT_S:high,Pluralist Essentialist Institutional,Pluralist Essentialist Institutional,Pluralist + Essentialist + Institutional
3,lexicon,yes,CU:high|ONT_H:low|ONT_S:low,Reactionary Pluralist,Pluralist Essentialist Anti-Institutional,Pluralist + Essentialist + Anti-Institutional
3,lexicon,no,CU:high|ONT_H:low|ONT_S:mid,Reformist Pluralist Essentialist,Reformist Pluralist Essentialist,Reformist + Pluralist + Essentialist
3,lexicon,no,CU:high|ONT_H:low|PF:high,Pluralist Essentialist Partisan,Pluralist Essentialist Partisan,Pluralist + Essentialist + Partisan
3,lexicon,no,CU:high|ONT_H:low|PF:low,Pluralist Essentialist Detached,Pluralist Essentialist Detached,Pluralist + Essentialist + Detached
3,lexicon,no,CU:high|ONT_H:low|PF:mid,Engaged-Civic Pluralist Essentialist,Engaged-Civic Pluralist Essentialist,Engaged-Civic + Pluralist + Essentialist
3,lexicon,no,CU:high|ONT_H:low|PRO:high,Pluralist Procedural Essentialist,Pluralist Procedural Essentialist,Pluralist + Procedural + Essentialist
3,lexicon,no,CU:high|ONT_H:low|PRO:low,Pluralist Consequentialist Essentialist,Pluralist Consequentialist Essentialist,Pluralist + Consequentialist + Essentialist
3,lexicon,no,CU:high|ONT_H:low|PRO:mid,Pragmatic Pluralist Essentialist,Pragmatic Pluralist Essentialist,Pragmatic + Pluralist + Essentialist
3,lexicon,no,CU:high|ONT_H:low|TRB:high,Pluralist Essentialist Tribal,Pluralist Essentialist Tribal,Pluralist + Essentialist + Tribal
3,lexicon,no,CU:high|ONT_H:low|TRB:low,Pluralist Essentialist Inclusivist,Pluralist Essentialist Inclusivist,Pluralist + Essentialist + Inclusivist
3,lexicon,no,CU:high|ONT_H:low|TRB:mid,Civic Pluralist Essentialist,Civic Pluralist Essentialist,Civic + Pluralist + Essentialist
3,lexicon,yes,CU:high|ONT_H:low|ZS:high,Hobbesian Pluralist,Pluralist Combative Essentialist,Pluralist + Combative + Essentialist
3,lexicon,no,CU:high|ONT_H:low|ZS:low,Pluralist Positive-Sum Essentialist,Pluralist Positive-Sum Essentialist,Pluralist + Positive-Sum + Essentialist
3,lexicon,no,CU:high|ONT_H:low|ZS:mid,Realist Pluralist Essentialist,Realist Pluralist Essentialist,Realist + Pluralist + Essentialist
3,lexicon,no,CU:high|ONT_H:mid|ONT_S:high,Tempered Pluralist Institutional,Tempered Pluralist Institutional,Tempered + Pluralist + Institutional
3,lexicon,no,CU:high|ONT_H:mid|ONT_S:low,Tempered Pluralist Anti-Institutional,Tempered Pluralist Anti-Institutional,Tempered + Pluralist + Anti-Institutional
3,lexicon,no,CU:high|ONT_H:mid|PF:high,Tempered Pluralist Partisan,Tempered Pluralist Partisan,Tempered + Pluralist + Partisan
3,lexicon,no,CU:high|ONT_H:mid|PF:low,Tempered Pluralist Detached,Tempered Pluralist Detached,Tempered + Pluralist + Detached
3,lexicon,no,CU:high|ONT_H:mid|PRO:high,Tempered Pluralist Procedural,Tempered Pluralist Procedural,Tempered + Pluralist + Procedural
3,lexicon,no,CU:high|ONT_H:mid|PRO:low,Tempered Pluralist Consequentialist,Tempered Pluralist Consequentialist,Tempered + Pluralist + Consequentialist
3,lexicon,no,CU:high|ONT_H:mid|TRB:high,Tempered Pluralist Tribal,Tempered Pluralist Tribal,Tempered + Pluralist + Tribal
3,lexicon,no,CU:high|ONT_H:mid|TRB:low,Tempered Pluralist Inclusivist,Tempered Pluralist Inclusivist,Tempered + Pluralist + Inclusivist
3,lexicon,no,CU:high|ONT_H:mid|ZS:high,Tempered Pluralist Combative,Tempered Pluralist Combative,Tempered + Pluralist + Combative
3,lexicon,no,CU:high|ONT_H:mid|ZS:low,Tempered Pluralist Positive-Sum,Tempered Pluralist Positive-Sum,Tempered + Pluralist + Positive-Sum
3,lexicon,no,CU:high|ONT_S:high|PF:high,Pluralist Institutional Partisan,Pluralist Institutional Partisan,Pluralist + Institutional + Partisan
3,lexicon,no,CU:high|ONT_S:high|PF:low,Pluralist Institutional Detached,Pluralist Institutional Detached,Pluralist + Institutional + Detached
3,lexicon,no,CU:high|ONT_S:high|PF:mid,Engaged-Civic Pluralist Institutional,Engaged-Civic Pluralist Institutional,Engaged-Civic + Pluralist + Institutional
3,lexicon,yes,CU:high|ONT_S:high|PRO:high,Bureaucratic Pluralist,Pluralist Procedural Institutional,Pluralist + Procedural + Institutional
3,lexicon,no,CU:high|ONT_S:high|PRO:low,Pluralist Consequentialist Institutional,Pluralist Consequentialist Institutional,Pluralist + Consequentialist + Institutional
3,lexicon,no,CU:high|ONT_S:high|PRO:mid,Pragmatic Pluralist Institutional,Pragmatic Pluralist Institutional,Pragmatic + Pluralist + Institutional
3,lexicon,no,CU:high|ONT_S:high|TRB:high,Pluralist Institutional Tribal,Pluralist Institutional Tribal,Pluralist + Institutional + Tribal
3,lexicon,no,CU:high|ONT_S:high|TRB:low,Pluralist Institutional Inclusivist,Pluralist Institutional Inclusivist,Pluralist + Institutional + Inclusivist
3,lexicon,no,CU:high|ONT_S:high|TRB:mid,Civic Pluralist Institutional,Civic Pluralist Institutional,Civic + Pluralist + Institutional
3,lexicon,no,CU:high|ONT_S:high|ZS:high,Pluralist Combative Institutional,Pluralist Combative Institutional,Pluralist + Combative + Institutional
3,lexicon,yes,CU:high|ONT_S:high|ZS:low,Cooperator Pluralist,Pluralist Positive-Sum Institutional,Pluralist + Positive-Sum + Institutional
3,lexicon,no,CU:high|ONT_S:high|ZS:mid,Realist Pluralist Institutional,Realist Pluralist Institutional,Realist + Pluralist + Institutional
3,lexicon,no,CU:high|ONT_S:low|PF:high,Pluralist Anti-Institutional Partisan,Pluralist Anti-Institutional Partisan,Pluralist + Anti-Institutional + Partisan
3,lexicon,no,CU:high|ONT_S:low|PF:low,Pluralist Anti-Institutional Detached,Pluralist Anti-Institutional Detached,Pluralist + Anti-Institutional + Detached
3,lexicon,no,CU:high|ONT_S:low|PF:mid,Engaged-Civic Pluralist Anti-Institutional,Engaged-Civic Pluralist Anti-Institutional,Engaged-Civic + Pluralist + Anti-Institutional
3,lexicon,no,CU:high|ONT_S:low|PRO:high,Pluralist Procedural Anti-Institutional,Pluralist Procedural Anti-Institutional,Pluralist + Procedural + Anti-Institutional
3,lexicon,yes,CU:high|ONT_S:low|PRO:low,Outsider Pluralist,Pluralist Consequentialist Anti-Institutional,Pluralist + Consequentialist + Anti-Institutional
3,lexicon,no,CU:high|ONT_S:low|PRO:mid,Pragmatic Pluralist Anti-Institutional,Pragmatic Pluralist Anti-Institutional,Pragmatic + Pluralist + Anti-Institutional
3,lexicon,no,CU:high|ONT_S:low|TRB:high,Pluralist Anti-Institutional Tribal,Pluralist Anti-Institutional Tribal,Pluralist + Anti-Institutional + Tribal
3,lexicon,no,CU:high|ONT_S:low|TRB:low,Pluralist Anti-Institutional Inclusivist,Pluralist Anti-Institutional Inclusivist,Pluralist + Anti-Institutional + Inclusivist
3,lexicon,no,CU:high|ONT_S:low|TRB:mid,Civic Pluralist Anti-Institutional,Civic Pluralist Anti-Institutional,Civic + Pluralist + Anti-Institutional
3,lexicon,yes,CU:high|ONT_S:low|ZS:high,Cynic Pluralist,Pluralist Combative Anti-Institutional,Pluralist + Combative + Anti-Institutional
3,lexicon,no,CU:high|ONT_S:low|ZS:low,Pluralist Positive-Sum Anti-Institutional,Pluralist Positive-Sum Anti-Institutional,Pluralist + Positive-Sum + Anti-Institutional
3,lexicon,no,CU:high|ONT_S:low|ZS:mid,Realist Pluralist Anti-Institutional,Realist Pluralist Anti-Institutional,Realist + Pluralist + Anti-Institutional
3,lexicon,no,CU:high|ONT_S:mid|PF:high,Reformist Pluralist Partisan,Reformist Pluralist Partisan,Reformist + Pluralist + Partisan
3,lexicon,no,CU:high|ONT_S:mid|PF:low,Reformist Pluralist Detached,Reformist Pluralist Detached,Reformist + Pluralist + Detached
3,lexicon,no,CU:high|ONT_S:mid|PRO:high,Reformist Pluralist Procedural,Reformist Pluralist Procedural,Reformist + Pluralist + Procedural
3,lexicon,no,CU:high|ONT_S:mid|PRO:low,Reformist Pluralist Consequentialist,Reformist Pluralist Consequentialist,Reformist + Pluralist + Consequentialist
3,lexicon,no,CU:high|ONT_S:mid|TRB:high,Reformist Pluralist Tribal,Reformist Pluralist Tribal,Reformist + Pluralist + Tribal
3,lexicon,no,CU:high|ONT_S:mid|TRB:low,Reformist Pluralist Inclusivist,Reformist Pluralist Inclusivist,Reformist + Pluralist + Inclusivist
3,lexicon,no,CU:high|ONT_S:mid|ZS:high,Reformist Pluralist Combative,Reformist Pluralist Combative,Reformist + Pluralist + Combative
3,lexicon,no,CU:high|ONT_S:mid|ZS:low,Reformist Pluralist Positive-Sum,Reformist Pluralist Positive-Sum,Reformist + Pluralist + Positive-Sum
3,lexicon,no,CU:high|PF:high|PRO:high,Pluralist Procedural Partisan,Pluralist Procedural Partisan,Pluralist + Procedural + Partisan
3,lexicon,no,CU:high|PF:high|PRO:low,Pluralist Consequentialist Partisan,Pluralist Consequentialist Partisan,Pluralist + Consequentialist + Partisan
3,lexicon,no,CU:high|PF:high|PRO:mid,Pragmatic Pluralist Partisan,Pragmatic Pluralist Partisan,Pragmatic + Pluralist + Partisan
3,lexicon,no,CU:high|PF:high|TRB:high,Pluralist Partisan Tribal,Pluralist Partisan Tribal,Pluralist + Partisan + Tribal
3,lexicon,no,CU:high|PF:high|TRB:low,Pluralist Partisan Inclusivist,Pluralist Partisan Inclusivist,Pluralist + Partisan + Inclusivist
3,lexicon,no,CU:high|PF:high|TRB:mid,Civic Pluralist Partisan,Civic Pluralist Partisan,Civic + Pluralist + Partisan
3,lexicon,no,CU:high|PF:high|ZS:high,Pluralist Combative Partisan,Pluralist Combative Partisan,Pluralist + Combative + Partisan
3,lexicon,no,CU:high|PF:high|ZS:low,Pluralist Positive-Sum Partisan,Pluralist Positive-Sum Partisan,Pluralist + Positive-Sum + Partisan
3,lexicon,no,CU:high|PF:high|ZS:mid,Realist Pluralist Partisan,Realist Pluralist Partisan,Realist + Pluralist + Partisan
3,lexicon,no,CU:high|PF:low|PRO:high,Pluralist Procedural Detached,Pluralist Procedural Detached,Pluralist + Procedural + Detached
3,lexicon,no,CU:high|PF:low|PRO:low,Pluralist Consequentialist Detached,Pluralist Consequentialist Detached,Pluralist + Consequentialist + Detached
3,lexicon,no,CU:high|PF:low|PRO:mid,Pragmatic Pluralist Detached,Pragmatic Pluralist Detached,Pragmatic + Pluralist + Detached
3,lexicon,no,CU:high|PF:low|TRB:high,Pluralist Detached Tribal,Pluralist Detached Tribal,Pluralist + Detached + Tribal
3,lexicon,no,CU:high|PF:low|TRB:low,Pluralist Detached Inclusivist,Pluralist Detached Inclusivist,Pluralist + Detached + Inclusivist
3,lexicon,no,CU:high|PF:low|TRB:mid,Civic Pluralist Detached,Civic Pluralist Detached,Civic + Pluralist + Detached
3,lexicon,no,CU:high|PF:low|ZS:high,Pluralist Combative Detached,Pluralist Combative Detached,Pluralist + Combative + Detached
3,lexicon,no,CU:high|PF:low|ZS:low,Pluralist Positive-Sum Detached,Pluralist Positive-Sum Detached,Pluralist + Positive-Sum + Detached
3,lexicon,no,CU:high|PF:low|ZS:mid,Realist Pluralist Detached,Realist Pluralist Detached,Realist + Pluralist + Detached
3,lexicon,no,CU:high|PF:mid|PRO:high,Engaged-Civic Pluralist Procedural,Engaged-Civic Pluralist Procedural,Engaged-Civic + Pluralist + Procedural
3,lexicon,no,CU:high|PF:mid|PRO:low,Engaged-Civic Pluralist Consequentialist,Engaged-Civic Pluralist Consequentialist,Engaged-Civic + Pluralist + Consequentialist
3,lexicon,no,CU:high|PF:mid|TRB:high,Engaged-Civic Pluralist Tribal,Engaged-Civic Pluralist Tribal,Engaged-Civic + Pluralist + Tribal
3,lexicon,no,CU:high|PF:mid|TRB:low,Engaged-Civic Pluralist Inclusivist,Engaged-Civic Pluralist Inclusivist,Engaged-Civic + Pluralist + Inclusivist
3,lexicon,no,CU:high|PF:mid|ZS:high,Engaged-Civic Pluralist Combative,Engaged-Civic Pluralist Combative,Engaged-Civic + Pluralist + Combative
3,lexicon,no,CU:high|PF:mid|ZS:low,Engaged-Civic Pluralist Positive-Sum,Engaged-Civic Pluralist Positive-Sum,Engaged-Civic + Pluralist + Positive-Sum
3,lexicon,no,CU:high|PRO:high|TRB:high,Pluralist Procedural Tribal,Pluralist Procedural Tribal,Pluralist + Procedural + Tribal
3,lexicon,no,CU:high|PRO:high|TRB:low,Pluralist Procedural Inclusivist,Pluralist Procedural Inclusivist,Pluralist + Procedural + Inclusivist
3,lexicon,no,CU:high|PRO:high|TRB:mid,Civic Pluralist Procedural,Civic Pluralist Procedural,Civic + Pluralist + Procedural
3,lexicon,no,CU:high|PRO:high|ZS:high,Pluralist Procedural Combative,Pluralist Procedural Combative,Pluralist + Procedural + Combative
3,lexicon,no,CU:high|PRO:high|ZS:low,Pluralist Procedural Positive-Sum,Pluralist Procedural Positive-Sum,Pluralist + Procedural + Positive-Sum
3,lexicon,no,CU:high|PRO:high|ZS:mid,Realist Pluralist Procedural,Realist Pluralist Procedural,Realist + Pluralist + Procedural
3,lexicon,no,CU:high|PRO:low|TRB:high,Pluralist Consequentialist Tribal,Pluralist Consequentialist Tribal,Pluralist + Consequentialist + Tribal
3,lexicon,no,CU:high|PRO:low|TRB:low,Pluralist Consequentialist Inclusivist,Pluralist Consequentialist Inclusivist,Pluralist + Consequentialist + Inclusivist
3,lexicon,no,CU:high|PRO:low|TRB:mid,Civic Pluralist Consequentialist,Civic Pluralist Consequentialist,Civic + Pluralist + Consequentialist
3,lexicon,no,CU:high|PRO:low|ZS:high,Pluralist Consequentialist Combative,Pluralist Consequentialist Combative,Pluralist + Consequentialist + Combative
3,lexicon,no,CU:high|PRO:low|ZS:low,Pluralist Consequentialist Positive-Sum,Pluralist Consequentialist Positive-Sum,Pluralist + Consequentialist + Positive-Sum
3,lexicon,no,CU:high|PRO:low|ZS:mid,Realist Pluralist Consequentialist,Realist Pluralist Consequentialist,Realist + Pluralist + Consequentialist
3,lexicon,no,CU:high|PRO:mid|TRB:high,Pragmatic Pluralist Tribal,Pragmatic Pluralist Tribal,Pragmatic + Pluralist + Tribal
3,lexicon,no,CU:high|PRO:mid|TRB:low,Pragmatic Pluralist Inclusivist,Pragmatic Pluralist Inclusivist,Pragmatic + Pluralist + Inclusivist
3,lexicon,no,CU:high|PRO:mid|ZS:high,Pragmatic Pluralist Combative,Pragmatic Pluralist Combative,Pragmatic + Pluralist + Combative
3,lexicon,no,CU:high|PRO:mid|ZS:low,Pragmatic Pluralist Positive-Sum,Pragmatic Pluralist Positive-Sum,Pragmatic + Pluralist + Positive-Sum
3,lexicon,no,CU:high|TRB:high|ZS:high,Pluralist Combative Tribal,Pluralist Combative Tribal,Pluralist + Combative + Tribal
3,lexicon,no,CU:high|TRB:high|ZS:low,Pluralist Positive-Sum Tribal,Pluralist Positive-Sum Tribal,Pluralist + Positive-Sum + Tribal
3,lexicon,no,CU:high|TRB:high|ZS:mid,Realist Pluralist Tribal,Realist Pluralist Tribal,Realist + Pluralist + Tribal
3,lexicon,no,CU:high|TRB:low|ZS:high,Pluralist Combative Inclusivist,Pluralist Combative Inclusivist,Pluralist + Combative + Inclusivist
3,lexicon,no,CU:high|TRB:low|ZS:low,Pluralist Positive-Sum Inclusivist,Pluralist Positive-Sum Inclusivist,Pluralist + Positive-Sum + Inclusivist
3,lexicon,no,CU:high|TRB:low|ZS:mid,Realist Pluralist Inclusivist,Realist Pluralist Inclusivist,Realist + Pluralist + Inclusivist
3,lexicon,no,CU:high|TRB:mid|ZS:high,Civic Pluralist Combative,Civic Pluralist Combative,Civic + Pluralist + Combative
3,lexicon,no,CU:high|TRB:mid|ZS:low,Civic Pluralist Positive-Sum,Civic Pluralist Positive-Sum,Civic + Pluralist + Positive-Sum
3,lexicon,no,CU:low|ENG:high|EPS:Autonomous,Assimilationist All-In Autonomous,Assimilationist All-In Autonomous,Assimilationist + All-In + Autonomous
3,lexicon,no,CU:low|ENG:high|EPS:Empiricist,Assimilationist All-In Empiricist,Assimilationist All-In Empiricist,Assimilationist + All-In + Empiricist
3,lexicon,no,CU:low|ENG:high|EPS:Institutionalist,Assimilationist All-In Institutionalist,Assimilationist All-In Institutionalist,Assimilationist + All-In + Institutionalist
